Balgreen Road 167 & 169	1359402/balgreen-road-167-169	https://www.edinburgh.gov.uk/downloads/file/30122/garden-waste-calendar-friday-2	friday-2
Balgreen Road 20-138	1359401/balgreen-road-20-138	https://www.edinburgh.gov.uk/downloads/file/30117/garden-waste-calendar-wednesday-1	wednesday-1
Braid Road 138-269	1359618/braid-road-138-269	https://www.edinburgh.gov.uk/downloads/file/30120/garden-waste-calendar-thursday-2	thursday-2
Braid Road 7-126	1359617/braid-road-7-126	https://www.edinburgh.gov.uk/downloads/file/30118/garden-waste-calendar-wednesday-2	wednesday-2
Broomhouse Road 204-214	1359686/broomhouse-road-204-214	https://www.edinburgh.gov.uk/downloads/file/30116/garden-waste-calendar-tuesday-2	tuesday-2
Broomhouse Road 253-365	1359687/broomhouse-road-253-365	https://www.edinburgh.gov.uk/downloads/file/30120/garden-waste-calendar-thursday-2	thursday-2
Brunstane Road 2-22A	1359712/brunstane-road-2-22a	https://www.edinburgh.gov.uk/downloads/file/30115/garden-waste-calendar-tuesday-1	tuesday-1
Colinton Road 264-292	1360070/colinton-road-264-292	https://www.edinburgh.gov.uk/downloads/file/30117/garden-waste-calendar-wednesday-1	wednesday-1
Corstorphine Road 225	1360134/corstorphine-road-225	https://www.edinburgh.gov.uk/downloads/file/30122/garden-waste-calendar-friday-2	friday-2
Craigcrook Road 51-282	1360148/craigcrook-road-51-282	https://www.edinburgh.gov.uk/downloads/file/30121/garden-waste-calendar-friday-1	friday-1
Craigleith Crescent 50-101	1360179/craigleith-crescent-50-101	https://www.edinburgh.gov.uk/downloads/file/30115/garden-waste-calendar-tuesday-1	tuesday-1
Crewe Road South 95-141	1360291/crewe-road-south-95-141	https://www.edinburgh.gov.uk/downloads/file/30116/garden-waste-calendar-tuesday-2	tuesday-2
Drum Brae Drive 100-224	1360395/drum-brae-drive-100-224	https://www.edinburgh.gov.uk/downloads/file/30120/garden-waste-calendar-thursday-2	thursday-2
Drum Street 87-151	1360411/drum-street-87-151	https://www.edinburgh.gov.uk/downloads/file/30121/garden-waste-calendar-friday-1	friday-1
Duddingston Road West 148	1360445/duddingston-road-west-148	https://www.edinburgh.gov.uk/downloads/file/30116/garden-waste-calendar-tuesday-2	tuesday-2
East Trinity Road 126-145	1360530/east-trinity-road-126-145	https://www.edinburgh.gov.uk/downloads/file/30117/garden-waste-calendar-wednesday-1	wednesday-1
East Trinity Road 5-122	1360529/east-trinity-road-5-122	https://www.edinburgh.gov.uk/downloads/file/30115/garden-waste-calendar-tuesday-1	tuesday-1
Forth View Crescent 95-141	1360718/forth-view-crescent-95-141	https://www.edinburgh.gov.uk/downloads/file/30122/garden-waste-calendar-friday-2	friday-2
